Title: Ionic Catalysts
   #####
#### . #
#@$   *##
## ##.* #
#  $    #
#  **#  #
# * . $##
####   #
   #####
Title: Import #1153

   #####
 ### .@#
 #.$ **##
##.##   #
# $   $ #
#  ..#  #
# .$$$ ##
####   #
   #####
Title: Import #1154

   #####
 ###...#
 #    $##
##.## $ #
# $@$.  #
#  *$#  #
# .   $##
####   #
   #####
Title: Import #1155

   #####
####.. #
#@$   *##
##.## $ #
#  $    #
#  **#  #
# *  .$##
####   #
   #####
Title: Import #1156

########
#@## ..#
# *   $##
##.## $ #
#    $  #
#  .*#  #
# .$  $##
####   #
   #####
Title: Import #1157

   #####
#### ..#
#@$   $##
## ## $ #
# .  $  #
# . *#  #
# .   $##
####   #
   #####
Title: Import #1158

   #####
####.. #
#@$   *##
##*##$  #
#       #
# **.#  #
# $ *  ##
####   #
   #####
Title: Import #1159

   #####
 ###...#
 #    $##
##.## $ #
#  $@$  #
#  .$#. #
# .$  $##
####   #
   #####
Title: Import #1160

#########
#@##*.$ #
# *   * #
## ## $ #
#    $  #
#  ..#$ #
# .    ##
####  ##
   ####
Title: Import #1161

   #####
 ###. .#
 #.   $##
## ##.$ #
#  $@$  #
#  .*#  #
# .$  $##
####   #
   #####
Title: Import #1163

   ####
####*.###
#@$     #
##.##$. #
#   $   #
#  .*#  #
#  $  $##
#.##   #
########
Title: Import #1164

   #####
####. .#
#@$   $##
##*## $ #
#    $  #
#   .#  #
# . . $##
####   #
   #####
Title: Import #1165

########
#@##.  #
# *   *##
##$##   #
#  # $  #
#  ..#  #
# * $  ##
####   #
   #####
Title: Import #1166

   #####
####.. #
#@$   *##
##*## $ #
#    $  #
#  ..#  #
#     $##
####   #
   #####
Title: Import #1167

   #####
 ###...#
 #.   $##
## ## $ #
#  $@$  #
#  .$#  #
# .$. $##
####   #
   #####
Title: Import #1168

   #####
 ###...#
 #.   *##
## ## $ #
#@$  $  #
# $..#  #
# * $ $##
####   #
   #####
Title: Import #1169

   ####
####**##
#@$   .##
##.## $ #
#    $  #
#  .*#  #
# .$. $##
####   #
   #####
Title: Import #1170

   ######
####   .#
#@$ .$ ##
##*## $ #
#    $  #
#   .#  #
# . . $##
####   #
   #####
Title: Import #1171

   #####
 ###.  #
 #.$ .*##
## ##.$ #
# $     #
#  **#  #
# *   $##
#@##   #
########
Title: Import #1172

   #####
 ###...#
 #    $##
##.## $ #
#  $@$  #
# . *#  #
# .$  $##
####   #
   #####
Title: Import #1173

   #####
 ### +.#
 #.$ $$##
##.##   #
# $   $ #
#  ..#  #
# .$$$.##
####   #
   #####
Title: Import #1174

  #####
### ..#
#.$ * ##
# ## $ #
# $    #
# * #  #
#. *@$##
###   #
  #####
Title: Import #1175

   #####
 ###...#
 #.   $##
##.## $ #
#@$  $  #
# $..#  #
# * $ $##
####   #
   #####
Title: Import #1176

   #####
 ### . #
 #.$  *##
##.## $ #
#  @ $  #
#  .*#  #
# .$  $##
####   #
   #####
Title: Import #1178

   #####
 ### . #
 #  . $##
##.## * #
#  $@$  #
#  .*#  #
# .$  $##
####   #
   #####
Title: Import #1179

   #####
 ###...#
 #    $##
## ## $ #
# $  $  #
# . *#  #
# .   $##
####  @#
   #####
Title: Import #1180

   #####
 ### ..#
 #.   $##
## ##   #
#     $ #
#*$*.#$ #
# . $  ##
####@  #
   #####
Title: Import #1181

  #####
###*..#
#.  $*##
# ## $ #
#  $   #
# *.#  #
#. $ $##
###@  #
  #####
Title: Import #1182

   #####
 ### . #
 #  . *##
##.##   #
# $ $   #
#   *#  #
# **  $##
####  @#
   #####
Title: Import #1183

   #####
 ###.  #
 #.  .*##
##.##   #
#    $$ #
#.$*.#  #
#$$   $##
#@##   #
########
Title: Import #1184

   #####
 ###.  #
 #.  .*##
## ## $ #
#  $@$  #
#  .*#  #
# .$  $##
####   #
   #####
Title: Import #1185

   #####
 ###.  #
 #.   *##
##.##.$ #
#@$  $  #
# $..#  #
# * $ $##
####   #
   #####
Title: Import #1186

   #####
 ###...#
 # $  $##
##.## $ #
#@*     #
#  **#  #
# *   $##
####   #
   #####
Title: Import #1187

   #####
 ###.  #
 #.  .*##
## ## $ #
#  $@$  #
#  .$#  #
# .$. $##
####   #
   #####
Title: Import #1188

   #####
 ###...#
 #    $##
##$## . #
# $ $   #
#  .*#  #
# +$  $##
####   #
   #####
Title: Import #1189

   #####
 ###.. #
 #  . *##
##.## $ #
#@$  $  #
# $. #  #
# * * $##
####   #
   #####
Title: Import #1190

   #####
 ###.. #
 #    $##
##.## * #
# $+$   #
# $$.#  #
#   . $##
####   #
   #####
Title: Import #1191

  #####
###.* #
#  . .##
#.## $ #
# $    #
# * #  #
#.$*$$##
###  @#
  #####
Title: Import #1192

   #####
 ###.  #
 #.$  *##
## ##.$.#
# $     #
#  **#  #
#@*   $##
####   #
   #####
Title: Import #1193

   #####
 ###.  #
 #.   *##
## ##.$ #
#  $@$  #
#  .*#  #
#  *  $##
####   #
   #####
Title: Import #1194

   ######
 ###. $@#
 #.  $*##
##*## #.#
#  $    #
#  **#$ #
# .    ##
####   #
   #####
Title: Import #1196

   #####
 ### ..#
 #@$  $##
##$## $ #
#    $  #
#  ..#  #
# . . $##
####   #
   #####
Title: Import #1197

   #####
 ###.. #
 #. . *##
## ## $ #
#@$  $  #
# $. #  #
# * * $##
####   #
   #####
Title: Import #1198

   #####
 ###   #
 #.$. *##
## ## $.#
# $  .  #
# @**#  #
# *   $##
####   #
   #####
Title: Import #1200

########
#*##...#
#@$   $##
##.## $ #
#    $  #
#   *#  #
# .   $##
####   #
   #####
Title: Import #1201

########
#@ #.  #
##*$ $.##
##.## $ #
#  $    #
#  ..#$ #
# .$   ##
########
Title: Import #1202

########
#@ #.  #
##*$ $.##
##.##.$ #
#  $    #
#  . #$ #
# .$   ##
########
Title: Import #1203

   #####
 ###.. #
 # .. $##
## ## $ #
# $. $  #
# $. #  #
#@* * $##
####   #
   #####
Title: Import #1204

   #####
 ###.. #
 # .. $##
## ##   #
# $.$   #
#   $#  #
# **.$$##
####  @#
   #####
Title: Import #1205

   #####
 ###.. #
 # .. *##
## ## $ #
#@$  $  #
# $. #  #
# * * $##
####   #
   #####
Title: Import #1206

   #####
 ### . #
 #+$ *.##
##*## $ #
#    $  #
#   .#  #
# .$  $##
####   #
   #####
Title: Import #1207

   #####
####.. #
#@$..  #
## ##$ #
# $* $ #
#    $ #
# *.*  #
####   #
   #####
Title: Import #1208

   ######
 ###.  @#
 #.$ **##
## ##   #
#     $ #
# ..*#  #
#  $  $##
####   #
   #####
Title: Import #1209

   #####
 ###.. #
 # . .*##
## ## $ #
#@$  $  #
# $. #  #
# * * $##
####   #
   #####
Title: Import #1210

   #####
 ###.  #
 #.$ $.##
## ##.$+#
#     $$#
# .$*#  #
# .$   ##
####   #
   #####
Title: Import #1211

    ####
 ####. #
 # .. *##
## ## $ #
#    $  #
# @*$#  #
# .$. $##
####   #
   #####
Title: Import #1212

   #####
 ###.. #
 #    $##
##.##.$ #
#@*  $  #
# $..#  #
# * $ $##
####   #
   #####
Title: Import #1214

   #####
####*..#
#@$. .$##
## ## $ #
##   $  #
#  .$#  #
# .$. $##
####   #
   #####
Title: Import #1215

   #####
 ###   #
 #.   *##
## ##   #
# $. $  #
#   $# .#
# **+ $##
####   #
   #####
Title: Import #1216

   #####
 ###.. #
 #. . $##
## ##.$.#
#@$  $  #
# $..#  #
# $ $ $##
####   #
   #####
Title: Import #1217

   #####
####. .#
#@$.. $##
## ## $ #
#  *    #
#  *$#  #
# * . $##
####   #
   #####
Title: Import #1218

   #####
####...#
#@$   $##
##*## $ #
#    $  #
# . .#  #
#     $##
#  #   #
########
Title: Import #1219

   #####
 ###.  #
 #.   *##
## ##.$ #
#  $+$  #
#  .$#  #
# .$  $##
####   #
   #####
Title: Import #1220

   ####
 ###**##
 #  . .##
##.## $ #
#   $   #
# $.$#  #
##+$.$ ##
 ###   #
   #####
Title: Import #1221

   #####
 ###.  #
 #. ..$##
## ##.$.#
# $  $  #
# $. #  #
#@$ * $##
####   #
   #####
Title: Import #1222

   #####
 ### . #
 # . . ##
##$## $ #
# $     #
#  *$#  #
# ...$$##
####. $@#
   ######
Title: Import #1223

   ###
 ###*###
 # ..  ##
## ##$$@#
#  .  $ #
# $.$#$ #
# . *  ##
#.##   #
########
Title: Import #1224

   #####
 ###*  #
 #+$  .##
##*##  .#
# $   $ #
# **.#  #
#   $  ##
####   #
   #####
Title: Import #1225

   #####
 ###...#
 #.$  $##
##.##$  #
#@$     #
##$*.#  #
 #. $$ ##
 ###   #
   #####
Title: Import #1226

   #####
 ###.. #
 # .. *##
##$##   #
#  $ $  #
#  $.#  #
# *@* $##
####   #
   #####
Title: Import #1227

   ####
####*.##
#@$. ..##
##$##   #
#  $  $ #
#  . #$ #
# * .$ ##
####   #
   #####
Title: Import #1228

   #####
 ###.. #
 #  . *##
##.## $ #
# $  $  #
# $..#  #
# * $ $##
#@##   #
########
Title: Import #1229

   #####
 ###. .#
 #    *##
##.## $ #
# $@$   #
#  **#  #
# .   $##
####   #
   #####
Title: Import #1230

   #####
####. .#
#@$ .$ ##
## ## $ #
#  . $  #
#  .$#  #
# .   $##
####   #
   #####
Title: Import #1231

   #####
 ###..@#
 # $ $*##
##.##   #
#   $ $ #
#  .$#$ #
# . .   #
####    #
   ######
Title: Import #1232

   #####
 ###.. #
 # . .$##
## ## $ #
# $. $  #
# $. #  #
#@* * $##
####   #
   #####
Title: Import #1233

   ####
####*.##
#.. * .##
##$##   #
# $   $ #
#    #$ #
# . *$@##
####   #
   #####
Title: Import #1234

   #####
####.. #
#@$ . *##
##.## $ #
#  $    #
#  *$#  #
# *  .$##
####   #
   #####
Title: Import #1235

   #####
 ###.$@#
 #. ..$##
## ##.$.#
#    $  #
#  $$#  #
#  *. $##
####   #
   #####
Title: Import #1236

   #####
 ###.  #
 #.  .*##
##.## $ #
#@$ $   #
#  $.#  #
# .$  $##
####   #
   #####
Title: Import #1237

   #####
  ##.. #
 ##* *.##
##@## $ #
# $.$   #
#  .$#  #
# .$  $##
####   #
   #####
Title: Import #1238

#######
#*##*.##
#@$.  .##
## ## $ #
#    $  #
#  .$#  #
# .$. $##
####   #
   #####
Title: Import #1239

   #####
 ###.. #
 #   .$##
## ## $ #
#  *@$  #
# $.$#  #
# . *.$##
####   #
   #####
Title: Import #1240

   #####
 ###.  #
 #. . *##
## ##.$.#
#@$  $  #
# $. #  #
# $ * $##
####   #
   #####
Title: Import #1241

   #####
 ###.. #
 #. . $##
## ##   #
# $.$   #
#   $#  #
# **.$$##
#### @ #
   #####
Title: Import #1242

   #####
 ###**.#
 #.   $##
##.###  #
#    $$ #
#  .*# @#
# .$  $##
####   #
   #####
Title: Import #1244

   ####
 ###*.##
 #  . .##
##*##@$ #
# $  $  #
#  . #  #
# .$*$ ##
####   #
   #####
Title: Import #1245

   #####
 ###.. #
 #.  .$##
## ##.$.#
#@$  $  #
# $..#  #
# $ $ $##
####   #
   #####
Title: Import #1246

   #####
 ###.. #
 # . .$##
## ##   #
# $.$   #
#   $#  #
# **.$$##
#### @ #
   #####
Title: Import #1247

   #####
 ###.. ##
 #.  .  #
##$## $ #
# $@$   #
# $* #  #
# . . $##
####   #
   #####
Title: Import #1249

   #####
 ###.. #
 #  . *##
## ##.$.#
#    $$ #
#  .$# @#
#  $  $##
####   #
   #####
Title: Import #1250

   #####
 ###.$@#
 #. ..$##
## ##.$.#
#  . $ .#
#  $$#  #
#  $  $##
####   #
   #####
Title: Import #1251

   #####
 ###..@#
 # .  .##
##$## $ #
#    $  #
# $. #  #
#  $*  ##
####   #
   #####
Title: Import #1252

   #####
 ###   #
 #. . *##
## ##.$.#
# $  $  #
#  . #  #
# .$$ $##
####@  #
   #####
Title: Import #1253

   #####
 ###.. #
 #  . *##
##*##   #
# $   $ #
#   .#$ #
# . $$ ##
####   @#
   ######
Title: Import #1254

   #####
 ###...#
 # . .*##
## ## $ #
#  $@$  #
#   $#  #
# .$  $##
####   #
   #####
Title: Import #1255

